periode_data,wilayah,kecamatan,kelurahan,nama_tps,jenis_tps,alamat
2023,"Jakarta Utara",Cilincing,"Semper Timur","TPS RW  03 Sungai Begog Semper Timur","Tipe 4","Jl  Peralihan RT  06 RW  03"
2023,"Jakarta Utara",Cilincing,"Semper Barat","TPS LINTAS RW  05 Semper Barat","Tipe 4","Jl  Raya Tipar Cakung RW  05"
2023,"Jakarta Utara",Cilincing,"Semper Barat","TPS RW  06 Semper Barat","Tipe 4","Jl  Raya Cacing RT  11 RW  06"
2023,"Jakarta Utara",Cilincing,"Semper Barat","TPS RW  04 Waduk Belibis Semper Barat","Tipe 4","Jl  Rusun Embrio RW 04"
2023,"Jakarta Utara",Cilincing,"Semper Barat","TPS RW  04 Semper Barat","Tipe 4","Rusun Embrio"
2023,"Jakarta Selatan","Pasar Minggu","Jati Padang","TPS Kel  Jatipadang","Tipe 4","Kelurahan Jati Padang"
2023,"Jakarta Selatan","Pasar Minggu",Ragunan,"TPS RS  Hewan","Tipe 4","Jl  Harsono RM No  28 RT  9 RW  4"
2023,"Jakarta Selatan","Pasar Minggu",Ragunan,"TPS Saco","Tipe 4","Jl  Saco RW  08"
2023,"Jakarta Selatan","Pasar Minggu","Jati Padang","TPS JPO SMK 57","Tipe 4","Jl  Raya Taman Margasatwa  JPO SMKN 57"
2023,"Jakarta Selatan","Pasar Minggu","Cilandak Timur","TPS LPS Jeruk Purut","Tipe 4","Jl  Raya Madrasah No  14 RT  007 06  Jeruk Purut"
2023,"Jakarta Selatan","Pasar Minggu",Kebagusan,"TPS Kober","Tipe 4","RW  07 Jalan Kebagusan Raya  Kober"
2023,"Jakarta Selatan","Pasar Minggu","Pasar Minggu","PD Pasar Jaya","Tipe 4","Jl  Raya Pasar Minggu PD Pasar Jaya"
2023,"Jakarta Selatan",Pesanggrahan,Pesanggrahan,"TPS Depen RW  007","Tipe 4","Jl  Pesanggrahan Raya RW  007"
2023,"Jakarta Selatan",Pesanggrahan,Pesanggrahan,"TPS RW  001 Pesanggrahan","Tipe 4","Jl  Ulujami Raya"
2023,"Jakarta Selatan",Pesanggrahan,Pesanggrahan,"TPS RW  005 Komp  Kodam","Tipe 4","Jl  Pesanggrahan Raya"
2023,"Jakarta Selatan",Pesanggrahan,Pesanggrahan,"TPS RW  008 Pesanggrahan","Tipe 4","Jl  Bintaro Puspita Raya Perumahan Bumi Bintaro Permai"
2023,"Jakarta Selatan",Pesanggrahan,Bintaro,"TPS RW  002 Bintaro","Tipe 4","Jl  Depsos Raya"
2023,"Jakarta Selatan",Pesanggrahan,Bintaro,"TPS Deplu RW  003","Tipe 4","Jl  Deplu"
2023,"Jakarta Selatan",Pesanggrahan,Bintaro,"TPS RW  08 Bintaro","Tipe 4","Jl  Garuda RT  006 RW  008"
2023,"Jakarta Selatan",Pesanggrahan,Ulujami,"TPS RW  003 Ulujami","Tipe 4","Jl  H  Rohimin"
2023,"Jakarta Selatan",Pesanggrahan,Ulujami,"TPS RW  007 Ulujami","Tipe 4","Jl  Inspeksi"
2023,"Jakarta Selatan",Pesanggrahan,"Petukangan Selatan","TPS RW  008 Petukangan Selatan","Tipe 4","Jl  Pesanggrahan Mas  Komp  Bumi Pesanggrahan Mas"
2023,"Jakarta Selatan",Pesanggrahan,"Petukangan Selatan","TPS Gateway","Tipe 4","Jl  Ciledug Raya"
2023,"Jakarta Selatan",Pesanggrahan,"Petukangan Utara","TPS RW  007 Petukangan Utara","Tipe 4","Jl  Taman Alfa Indah  Komp  Alfa"
2023,"Jakarta Selatan",Pesanggrahan,"Petukangan Utara","TPS RW  010 Petukangan Utara","Tipe 4","Jl  Masjid"
2023,"Jakarta Selatan",Pesanggrahan,"Petukangan Utara","TPS RW  001 Petukangan Utara","Tipe 4","Jl  AMD  SMA 63"
2023,"Jakarta Selatan",Setiabudi,"Pasar Manggis","TPS Kota Gedang","Tipe 4","Jl  Kota Gedang RW  01 Kel  Ps Manggis"
2023,"Jakarta Selatan",Setiabudi,Setiabudi,"TPS RW  02 Setiabudi","Tipe 4","Jl  Setiabudi Selatan RW  02 Kel  Setiabudi"
2023,"Jakarta Selatan",Setiabudi,Karet,"TPS RW  05 Karet","Tipe 4","Jl  Karet Karya RW  05 Kel  Karet"
2023,"Jakarta Selatan",Setiabudi,"Pasar Manggis","TPS Kawi","Tipe 4","Jl  Kawi RW  06 Kel  Ps  Manggis"
2023,"Jakarta Selatan",Tebet,"Kebon Baru","TPS Ciliwung","Tipe 4","Jl  Asem Baris Raya"
2023,"Jakarta Selatan",Tebet,"Bukit Duri","TPS Pasar Bukit Duri","Tipe 4","Jl  Bukit Duri Barat RT  008 RW  01"
2023,"Jakarta Selatan",Tebet,Manggarai,"TPS Manggarai","Tipe 4","Jl  Manggarai Utara"
2023,"Jakarta Selatan",Tebet,"Bukit Duri","TPS RW  12 Bukit Duri","Tipe 4","Jl  Kampung Melayu Kecil"
2023,"Jakarta Selatan",Tebet,Manggarai,"TPS RW  05  amp  08 Manggarai","Tipe 4","Jl  Manggarai Utara"
2023,"Jakarta Timur",Cakung,"Ujung Menteng","TPS RW  05","Tipe 4","Jl  Rawa Kuning"
2023,"Jakarta Timur",Cakung,"Cakung Barat","TPS RW  003","Tipe 4","Jl  Sisi Tol"
2023,"Jakarta Timur",Cakung,"Cakung Barat","TPS Rusun Albo","Tipe 4","Rusun Albo"
2023,"Jakarta Timur",Cakung,"Cakung Barat","TPS Rusun Tipar","Tipe 4","Rusun Tipar"
2023,"Jakarta Timur",Cakung,"Cakung Barat","TPS Rusun KM2","Tipe 4","Rusun KM2"
2023,"Jakarta Timur",Cakung,"Cakung Barat","TPS Palad","Tipe 4","Jl  Raya Bekasi Komp  Palad"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  14","Tipe 4","Jl  Radjiman RW  004"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS Indomaret","Tipe 4","Jl  Radjiman RW  006"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  006","Tipe 4","Jl  Radjiman RW  006"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  002","Tipe 4","Jl  Radjiman RW  006"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  009","Tipe 4","Jl  Radjiman RW  006"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  001","Tipe 4","Jl  Radjiman RW  004"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  11","Tipe 4","Jl  Radjiman RW  004"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  005","Tipe 4","Jl  Radjiman RW  006"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS Damri","Tipe 4","Jl  Radjiman RW  006"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  010","Tipe 4","Jl  Radjiman RW  004"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  014","Tipe 4","Jl  Radjiman RW  004"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  10","Tipe 4","Jl  Radjiman RW  004"
2023,"Jakarta Timur",Cakung,"Rawa Terate","TPS RT  09","Tipe 4","Jl  Radjiman RW  006"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS RW  008","Tipe 4","Jl  Raya Pengiilingan"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Rusun Pinus Blok A","Tipe 4","Rusun Pinus Blok A"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Rusun Pinus Blok B","Tipe 4","Rusun Pinus Blok B"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Rusun Pinus Blok D","Tipe 4","Rusun Pinus Blok B"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Rusun Pinus Blok E","Tipe 4","Rusun Pinus Blok B"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Rusun Komarudin","Tipe 4","Rusun P Komarudin"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Tikungan","Tipe 4","Jl  Raya Soemarno"
2023,"Jakarta Timur",Cakung,"Cakung Timur","TPS RW  08","Tipe 4","RW  008"
2023,"Jakarta Timur",Cakung,"Cakung Timur","TPS RW  07","Tipe 4","RW  07"
2023,"Jakarta Timur",Cakung,Jatinegara,"TPS Gardu","Tipe 4","Bak Gardu"
2023,"Jakarta Timur",Cakung,Jatinegara,"TPS Arion","Tipe 4",Arion
2023,"Jakarta Timur",Cakung,Pulogebang,"TPS PTUN","Tipe 4","Jl  Sawo Kecik RT  11 RW  08"
2023,"Jakarta Timur",Cakung,Pulogebang,"TPS PLN","Tipe 4","Jl  Sawo Kecik RW  08"
2023,"Jakarta Timur",Cakung,Pulogebang,"TPS Merah","Tipe 4","Jl  Soemarno"
2023,"Jakarta Timur",Cakung,Pulogebang,"TPS Permai","Tipe 4","Jl  Pulau Sangiyang"
2023,"Jakarta Timur",Cakung,"Cakung Barat","TPS Pasar","Tipe 4","Jl  Raya Bekasi"
2023,"Jakarta Timur",Cipayung,Setu,"TPS RT  04 RW  05 No  95","Tipe 4","Jl  H  Karim RT  04 RW  05"
2023,"Jakarta Timur",Cipayung,Setu,"TPS RT 04 RW 05 No  65","Tipe 4","Jl  H  Karim RT  04 RW  05"
2023,"Jakarta Timur",Cipayung,Cipayung,"TPS PBSI","Tipe 4","Jl  PBSI"
2023,"Jakarta Timur",Cipayung,Setu,"TPS RT  05 RW  05","Tipe 4","Jl  H  Karim RT  05 RW  05"
2023,"Jakarta Timur",Cipayung,"Bambu Apus","TPS RW  03","Tipe 4","Jl  Mini III A RW  03"
2023,"Jakarta Timur",Cipayung,"Bambu Apus","TPS Madu Indah","Tipe 4","Jl  Madu Indah RT  02 RW  03"
2023,"Jakarta Timur",Cipayung,Munjul,"TPS Buni","Tipe 4","Asrama POLRI Buni RT  08 RW  08"
2023,"Jakarta Timur",Cipayung,"Lubang Buaya","TPS Kramat 1","Tipe 4","Jl  Kramat 1 RW  10"
2023,"Jakarta Timur",Cipayung,Ceger,"TPS Panti Sosial Bina Insani","Tipe 4","Jl  Bina Marga"
2023,"Jakarta Timur",Cipayung,Ceger,"TPS Panti PSAA","Tipe 4","Jl  Bina Marga"
2023,"Jakarta Timur",Cipayung,Ceger,"TPS RW  03","Tipe 4","Jl  Raya Ceger RT  03 RW  03"
2023,"Jakarta Timur",Cipayung,Setu,"TPS RT  03 RW  05  JPO","Tipe 4","Jl  H  Karim RT  03 RW  05"
2023,"Jakarta Timur",Cipayung,Setu,"TPS Lintas Setu Raya","Tipe 4","Jl  Setu Raya RT  05 RW  01"
2023,"Jakarta Timur",Cipayung,"Bambu Apus","TPS Palem Kartika Depan","Tipe 4","Perum Palem Kartika"
2023,"Jakarta Timur",Cipayung,"Bambu Apus","TPS Palem Kartika Tengah","Tipe 4","Perum Palem Kartika"
2023,"Jakarta Timur",Cipayung,"Bambu Apus","TPS Palem Kartika Belakang","Tipe 4","Perum Palem Kartika"
2023,"Jakarta Timur",Cipayung,Cipayung,"TPS Panti Bina Laras Harapan Sentosa","Tipe 4","Jl  Bina Marga No  18  RT  5 RW  4 Ceger Kec  Cipayung"
2023,"Jakarta Timur",Cipayung,Munjul,"TPS Jankes RW 01 Munjul","Tipe 4","Jl  Jankes AD RW  01 Munjul"
2023,"Jakarta Timur",Ciracas,Ciracas,"TPS RW  03","Tipe 4","Gg  Hanafi Jl  Raya Centex"
2023,"Jakarta Timur",Ciracas,Rambutan,"TPS RW  01","Tipe 4","Jl  H  Jenih"
2023,"Jakarta Timur",Ciracas,Rambutan,"TPS Gebras","Tipe 4","Jl  Tanah Merdeka"
2023,"Jakarta Timur",Ciracas,"Kelapa Dua Wetan","TPS Komplek HANKAM","Tipe 4","Jl  Komplek HANKAM"
2023,"Jakarta Timur",Ciracas,Cibubur,"TPS Panti Jompo Bakti Mandiri","Tipe 4","Jl  Karya Bakti"
2023,"Jakarta Timur",Ciracas,Cibubur,"TPS GOR Cibubur","Tipe 4","Jl  Karya Bakti Cibubur"
2023,"Jakarta Timur",Ciracas,Ciracas,"TPS Komplek POLRI","Tipe 4","Jl  Komplek POLRI Jl  Formos"
2023,"Jakarta Timur",Ciracas,Ciracas,"TPS Rusun Pemadam","Tipe 4","Jl  Raya Poncol"
2023,"Jakarta Timur",Ciracas,Susukan,"TPS Bak Madrasah","Tipe 4","Jl  Madrasah RW  05"
2023,"Jakarta Timur",Ciracas,Susukan,"TPS Bak Buah","Tipe 4","Jl  Supriyadi RW  05"
2023,"Jakarta Timur",Ciracas,Susukan,"TPS Bak RT","Tipe 4","Jl  Supriyadi RW  02"
2023,"Jakarta Timur",Ciracas,Susukan,"TPS Kuburan Cina Sentiong","Tipe 4","Jl  Tanah Merdeka"
2023,"Jakarta Timur",Ciracas,Rambutan,"TPS Polsek Ciracas","Tipe 4","Jl  Raya Bogor"
2023,"Jakarta Timur",Ciracas,Rambutan,"TPS Kavling 3","Tipe 4","Jl  Laning"
2023,"Jakarta Timur",Ciracas,Rambutan,"TPS Kavling 2","Tipe 4","Jl  SD Inpres"
2023,"Jakarta Timur",Ciracas,Rambutan,"TPS Kavling 1","Tipe 4","Jl  Delima"
2023,"Jakarta Timur",Ciracas,Rambutan,"TPS Kampus UHAMKA","Tipe 4","Jl  Tanah Merdeka"
2023,"Jakarta Timur",Ciracas,Rambutan,"TPS Bak Pisang","Tipe 4","Jl  Supriyadi"
2023,"Jakarta Timur",Ciracas,"Kelapa Dua Wetan","TPS Yayasan PKP","Tipe 4","Jl  Raya PKP"
2023,"Jakarta Timur","Duren Sawit","Duren Sawit","TPS RW  06 Abadi","Tipe 4","Jl  Abadi Komplek Abadi RW  06 Kel  Duren Sawit"
2023,"Jakarta Timur","Duren Sawit","Malaka Sari","TPS RW  10 Malaka Sari","Tipe 4","Jl  Perumnas Raya RW  10 Kel  Malakasari"
2023,"Jakarta Timur","Duren Sawit",Klender,"TPS Pertanian RW  02","Tipe 4","Jl  I Gusti Ngurah Rai RW  02 Kel  Klender"
2023,"Jakarta Timur","Duren Sawit","Duren Sawit","TPS Stasiun Pengendali Sampah RW  01  SPS 01","Tipe 4","Jl  Swadaya Raya RT  05 RW  01 Kel  Duren Sawit"
2023,"Jakarta Timur","Duren Sawit","Pondok Kelapa","TPS Aetra RW  05","Tipe 4","Jl  Raya Kalimalang RW  05 Kel  Pondok Kelapa"
2023,"Jakarta Timur","Duren Sawit","Duren Sawit","TPS RW  17 Duren Sawit","Tipe 4","Jl  Laut Samudra RT  06 RW  17 Kel  Duren Sawit"
2023,"Jakarta Timur","Duren Sawit",Klender,"TPS RW  06","Tipe 4","Jl  Pahlawan Revolusi RW  06 Kel  Klender"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Selatan","TPS LPS BKT  Sementara","Tipe 4","Jl  Basuki Rahmat"
2023,"Jakarta Timur",Jatinegara,"Cipinang Muara","TPS Pasar Elok","Tipe 4","Gang HH No  14"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS RW  08","Tipe 4","Jl  Bekasi Timur IV"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS RW  14","Tipe 4","Jl  Cipinang Latihan"
2023,"Jakarta Timur",Jatinegara,"Kampung Melayu","TPS Rusun Kp  Melayu RW  09","Tipe 4","Jl  Jatinegara Barat"
2023,"Jakarta Timur",Jatinegara,"Cipinang Besar Utara","TPS RW  05 Sobur","Tipe 4","Jl  Prumpung Sawah"
2023,"Jakarta Timur","Kramat Jati",Cawang,"TPS RW 11 Cawang","Tipe 4","Jl Waru Dalam RW 11 Cawang"
2023,"Jakarta Timur","Pasar Rebo",Cijantung,"Denzibang Kel  Cijantung","Tipe 2","Jl  Pendidikan II Rt  04 Rw 04"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"Komplek Rindam Kel  Gedong","Tipe 2","Jl  komp  Rindam Jaya Rt 02 Rw 05 Kel  Gedong"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"Tanah Merah Kel  Gedong","Tipe 2","Jl  Raya Condet Rw 03 Kel  Gedong"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"Gamya Kel  Gedong","Tipe 2","Jl  Raya Condet Rw 01 Kel  Gedong"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"Pasar Cijantung Kel  Gedong","Tipe 2","Jl  Beringin Rw 011 Kel  Gedong"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"K5 Pasar Cijantung Kel  Gedong","Tipe 2","Jl  Beringin RW 04 Kel  Gedong"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"SMA 104 Kel  Gedong","Tipe 2","Jl  Ujung Gedong Rw 010 Kel Gedong"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"Jl  Sederhana Kel  Gedong","Tipe 2","Jl  Sederhana Rw 06 Kel  Gedong"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"Asrama Polantas Kel  Gedong","Tipe 2","Jl  TB  Simatupang RW 07 Kel  Gedong"
2023,"Jakarta Timur","Pasar Rebo",Gedong,"Jl  Bakung Kel  Gedong","Tipe 2","Jl  Bakung Rt 01 02 Rw 011 Kel  Gedong"
2023,"Jakarta Barat",Cengkareng,"Cengkareng Barat","TPS RW  5 Cengkareng  Bambu Larangan","Tipe 1","Jl  Bina Serasih III"
2023,"Jakarta Barat",Cengkareng,"Cengkareng Barat","TPS RW  7","Tipe 1","Jl  Cendrawasih X No  8"
2023,"Jakarta Barat",Cengkareng,"Cengkareng Barat","TPS RW  15","Tipe 1","Jl  Taman Palem Lestari"
2023,"Jakarta Barat",Cengkareng,"Cengkareng Timur","TPS RW  14","Tipe 1","Jl  Rawa Kedaung"
2023,"Jakarta Barat",Cengkareng,"Duri Kosambi","TPS RW  10","Tipe 1","Jl  Mawar Utama RW  010"
2023,"Jakarta Barat",Cengkareng,"Duri Kosambi","TPS RW  9","Tipe 1","Jl  Angsana RW  09"
2023,"Jakarta Barat",Cengkareng,"Duri Kosambi","TPS RW  2","Tipe 1","Jl  Pondok Randu RW  02"
2023,"Jakarta Barat",Cengkareng,"Rawa Buaya","TPS RW  1","Tipe 1","Jl  Darma Wanita 1 RW  01"
2023,"Jakarta Barat",Cengkareng,"Rawa Buaya","TPS RW  10","Tipe 1","Jl  Carina Sayang"
2023,"Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","TPS RW  03","Tipe 1","RT  09   RW  03 Tanjung Duren Utara"
2023,"Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","TPS RW  07","Tipe 1","Jl  Tanjung Duren Utara RW  007"
2023,"Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","TPS RW  02","Tipe 1","Jl  Arjuna RW  02 Tanjung Duren Selatan"
2023,"Jakarta Barat","Grogol Petamburan",Grogol,"TPS MAKALIWE","Tipe 1","Jl  Makaliwe RW  007 Kel  Grogol"
2023,"Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","TPS INDRALOKA","Tipe 1","Jl  Indraloka RT  001   RW  006"
2023,"Jakarta Barat",Kalideres,Kamal,"TPS RW  10","Tipe 1","Jl  Perumahan Citra 5"
2023,"Jakarta Barat",Kalideres,"Tegal Alur","TPS RW  04  Menceng","Tipe 1","Komplek Kebersihan Tegal Alur"
2023,"Jakarta Barat",Kalideres,"Tegal Alur","TPS RW  11","Tipe 1","Jl  Pelopor II Tegal Alur"
2023,"Jakarta Barat",Kalideres,Pegadungan,"TPS RW  01","Tipe 1","Jl  Bulak Sereh"
2023,"Jakarta Barat",Kalideres,Pegadungan,"TPS RW  09","Tipe 1","Jl  Bambu Larangan"
2023,"Jakarta Barat",Kalideres,Kalideres,"TPS RW  09 10","Tipe 1","Jl  Rawa Lele"
2023,"Jakarta Barat",Kalideres,Semanan,"TPS RW  11","Tipe 1","Jl  Aseni"
2023,"Jakarta Barat","Kebon Jeruk","Kebon Jeruk","TPS RW  08","Tipe 1","Jl  Perumahan Baru Kebon Jeruk"
2023,"Jakarta Barat","Kebon Jeruk","Duri Kepa","TPS RW  01","Tipe 1","Jl  Duri Kepa Raya"
2023,"Jakarta Barat",Kembangan,"Kembangan Utara","TPS Taman Kota","Tipe 1","Jl  Perumahan Taman Kota Blok B1 RW  05"
2023,"Jakarta Barat",Palmerah,Palmerah,"TPS Hankam","Tipe 1","Jl  Kepondang Raya RT  006 RW  02"
2023,"Jakarta Barat",Palmerah,Jatipulo,"TPS RW  04 Jatipulo","Tipe 1","Jl  Tomang Banjir Kanal Jatipulo"
2023,"Jakarta Barat",Palmerah,Slipi,"TPS KSTD 3 SLIPI","Tipe 1","Jl  KS  Tubun Dalam III Slipi"
2023,"Jakarta Barat",Tambora,"Duri Utara","TPS Duri Utara","Tipe 1","Jl  Duri Utara III RW  02"
2023,"Jakarta Barat",Tambora,"Tanah Sereal","TPS Hanura","Tipe 1","Jl  Hanura Raya RW  015"
2023,"Jakarta Pusat","Cempaka Putih","Cempaka Putih Timur","DIPO Rawa Kerbo","Tipe 1","Jl  Rawasari Sel"
2023,"Jakarta Pusat",Gambir,Cideng,"TPS Tanjung Selor","Tipe 1","Jl  Tanjung Selor"
2023,"Jakarta Pusat",Gambir,Gambir,"TPS Kementerian Pertahanan","Tipe 1","Jl  Tanah Abang Timur"
2023,"Jakarta Pusat",Gambir,"Kebon Kelapa","TPS Kebon Kelapa","Tipe 1","Jl  Pintu Air 2"
2023,"Jakarta Pusat",Gambir,"Petojo Selatan","TPS Jl  Tanah Abang I","Tipe 1","Jl  Tanah Abang I"
2023,"Jakarta Pusat","Johar Baru","Johar Baru","TPS Johar Baru","Tipe 1","Jl  Johar Baru Utara 1"
2023,"Jakarta Pusat",Kemayoran,"Gunung Sahari Selatan","TPS Kran","Tipe 1","Jl  Kran Raya"
2023,"Jakarta Pusat",Kemayoran,"Kebon Kosong","TPS 3R Dakota","Tipe 1","Jl  Dakota Raya"
2023,"Jakarta Pusat",Menteng,Pegangsaan,"TPS Matraman","Tipe 1","Jl  Matraman Dalam 1"
2023,"Jakarta Pusat","Sawah Besar","Gunung Sahari Utara","TPS Gunung Sahari Utara","Tipe 1","Jl  Gunung Sahari 7A"
2023,"Jakarta Pusat",Senen,Paseban,"TPS Pramuka Jati","Tipe 1","Jl  Pramuka Jati"
2023,"Jakarta Pusat",Senen,Bungur,"TPS Berlin","Tipe 1","Jl  Bungur Besar"
2023,"Jakarta Pusat",Senen,Paseban,"TPS Keramat Sawah","Tipe 1","Jl  Keramat Sawah"
2023,"Jakarta Pusat","Tanah Abang",Gelora,"TPS 3R GBK","Tipe 1","Jl  Pintu X Gelora Bung Karno"
2023,"Jakarta Selatan",Cilandak,"Gandaria Selatan","TPS Poncol","Tipe 1","Jl  Poncol Gandaria Selatan"
2023,"Jakarta Selatan",Cilandak,"Lebak Bulus","TPS Pertanian","Tipe 1","Jl  Pertanian Raya Kel  Lebak Bulus"
2023,"Jakarta Selatan",Jagakarsa,"Lenteng Agung","TPS RW  08","Tipe 1","Jl  Raya Lenteng Agung Timur"
2023,"Jakarta Selatan",Jagakarsa,"Lenteng Agung","TPS LPS RW  01 Jalan Joe","Tipe 1","Jl  Joe RT  007 01 Kelurahan Lenteng Agung"
2023,"Jakarta Selatan",Jagakarsa,Jagakarsa,"TPS LPS Kampung Kandang","Tipe 1","Jl  H  Thohir I Kelurahan Jagakarsa"
2023,"Jakarta Selatan",Jagakarsa,"Srengseng Sawah","TPS LPS Kabeda","Tipe 1","Jl  Pemuda RW  09 Kel  Srengseng Sawah"
2023,"Jakarta Selatan",Jagakarsa,Ciganjur,"TPS LPS Manggis","Tipe 1","Jl  Manggis RT  001 01 Kelurahan Ciganjur"
2023,"Jakarta Selatan",Jagakarsa,"Tanjung Barat","TPS Jalan Gintung","Tipe 1","Jl  Gintung Kelurahan Tanjung Barat"
2023,"Jakarta Selatan",Jagakarsa,Ciganjur,"TPS Jalan Sadar","Tipe 1","Jl  Sadar RT  005 05 Kelurahan Ciganjur"
2023,"Jakarta Selatan","Kebayoran Baru","Rawa Barat","TPS Rawa Barat","Tipe 1","Jl  Bakti 1 Kel  Rawa Barat"
2023,"Jakarta Selatan","Kebayoran Baru","Kramat Pela","TPS Kramat Pela","Tipe 1","Jl  Raya Kramat Pela RW 04 Kel  Kramat Pela"
2023,"Jakarta Selatan","Kebayoran Baru","Gandaria Utara","TPS Gandaria Utara","Tipe 1","Jl  BRI Radio Dalam Ps Inpres NO  41 Kel  Gandaria Utara"
2023,"Jakarta Selatan","Kebayoran Lama","Grogol Selatan","TPS Permata Hijau","Tipe 1","Dipo Permata Hijau II Perum Permata Hijau II RW  012 Kel  Grogol Selatan"
2023,"Jakarta Selatan","Kebayoran Lama","Pondok Pinang","TPS Pondok Pinang","Tipe 1","Dipo Pondok Pinang  Jl  Pinang Emas Rw  002 Kel  Pondok Pinang"
2023,"Jakarta Selatan","Mampang Prapatan",Bangka,"TPS Dharma Jaya","Tipe 1","Jl  Kemang Utara IX RT  06 RW  04 Kel  Bangka"
2023,"Jakarta Selatan","Mampang Prapatan",Bangka,"TPS Kober","Tipe 1","Jl  Kemang Selatan VIII RW  02 Kel  Bangka"
2023,"Jakarta Selatan",Pancoran,Rawajati,"TPS DPR Rawajati","Tipe 1","JI  Rawajati Barat"
2023,"Jakarta Selatan",Pancoran,Rawajati,"TPS KBI Rawajati","Tipe 1","JI  Perumahan Kalibata Indah"
2023,"Jakarta Selatan",Pancoran,Rawajati,"TPS 3R","Tipe 1","Jl  Zeni AD 4 RT  009 03 Kel  Rawajati Kec  Pancoran"
2023,"Jakarta Selatan",Pesanggrahan,Pesanggrahan,"TPS RT  009 RW  002 Pesanggrahan","Tipe 1","Jl  Bintaro Puspita Raya"
2023,"Jakarta Selatan",Pesanggrahan,Bintaro,"TPS Rengas RW  011","Tipe 1","Jl  Rengas"
2023,"Jakarta Selatan",Pesanggrahan,"Petukangan Selatan","TPS KKN","Tipe 1","Jl  Kemajuan RW  06"
2023,"Jakarta Selatan",Setiabudi,"Menteng Atas","TPS Menteng Atas","Tipe 1","Jl  Menteng Atas Barat RT  16 RW  05 Kel  Menteng Atas"
2023,"Jakarta Selatan",Tebet,"Tebet Barat","TPS Tebet Barat","Tipe 1","Jl  Tebet Barat Raya"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS Penggilingan RW  9 RT  1","Tipe 1","Perum Aneka Elok RW  09"
2023,"Jakarta Timur",Cakung,"Ujung Menteng","TPS RW  04","Tipe 1","Perum Pertamina"
2023,"Jakarta Timur",Cakung,Penggilingan,"TPS PIK 1","Tipe 1","Jl  Kali Buaran"
2023,"Jakarta Timur",Cipayung,"Bambu Apus","TPS RW  04 Bina Asri Nusantara","Tipe 1","Komplek Perum Taman Mini RT  08 RW  04"
2023,"Jakarta Timur",Ciracas,Susukan,"TPS Susukan RW  6 RT  10","Tipe 1","Jl  H  Baping"
2023,"Jakarta Timur",Ciracas,Cibubur,"TPS Bukit Permai","Tipe 1","Jl  Raya Jambore"
2023,"Jakarta Timur",Ciracas,Ciracas,"TPS RW  09","Tipe 1","Jl  Asrama Lingkungan Hidup"
2023,"Jakarta Timur","Duren Sawit","Pondok Kelapa","TPS Pondok Kelapa RW  09 RT  03","Tipe 1","Jl  Taman Malaka Selatan RT  3 RW  9 Kel  Pondok Kelapa"
2023,"Jakarta Timur","Duren Sawit","Pondok Bambu","TPS Pondok Bambu RW  1 RT  13","Tipe 1","Jl  Balai Rakyat III RT  13 RW  01 Kel  Pondok Bambu"
2023,"Jakarta Timur","Duren Sawit","Pondok Kelapa","TPS Pondok Kelapa RW  10 RT  9","Tipe 1","Jl  Janur IV Blok CF2 RW  10 Kel  Pondok Kelapa"
