date,kelurahan,city,precipitation_mm,temp_max_c,wind_max_kmh,is_weekend,is_holiday,event_attendance,waste_tons,waste_tons_source
2021-12-24,kebon_jeruk,Jakarta Barat,14.3,30.9,12.8,0,1,0,372.202,calibrated_synthetic_anchored_to_SIPSN_real
2021-12-25,kebon_jeruk,Jakarta Barat,22.9,29.8,14.4,1,1,0,427.105,calibrated_synthetic_anchored_to_SIPSN_real
2021-12-26,kebon_jeruk,Jakarta Barat,12.2,30.0,13.2,1,0,0,429.888,calibrated_synthetic_anchored_to_SIPSN_real
2021-12-27,kebon_jeruk,Jakarta Barat,6.0,29.8,14.3,0,0,0,322.956,calibrated_synthetic_anchored_to_SIPSN_real
2021-12-28,kebon_jeruk,Jakarta Barat,15.0,29.6,12.1,0,0,0,403.048,calibrated_synthetic_anchored_to_SIPSN_real
2021-12-29,kebon_jeruk,Jakarta Barat,7.8,30.6,9.7,0,0,0,364.4,calibrated_synthetic_anchored_to_SIPSN_real
2021-12-30,kebon_jeruk,Jakarta Barat,6.5,30.2,10.4,0,0,0,369.573,calibrated_synthetic_anchored_to_SIPSN_real
2021-12-31,kebon_jeruk,Jakarta Barat,1.2,31.7,13.4,0,0,0,366.807,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-01,kebon_jeruk,Jakarta Barat,0.3,31.2,20.5,1,1,0,398.503,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-02,kebon_jeruk,Jakarta Barat,1.2,32.2,15.8,1,0,0,434.416,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-03,kebon_jeruk,Jakarta Barat,0.2,32.5,11.6,0,0,0,331.966,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-04,kebon_jeruk,Jakarta Barat,0.1,32.3,9.5,0,0,0,354.978,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-05,kebon_jeruk,Jakarta Barat,15.9,31.4,10.6,0,0,0,415.613,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-06,kebon_jeruk,Jakarta Barat,11.4,30.7,9.3,0,0,0,409.499,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-07,kebon_jeruk,Jakarta Barat,7.9,31.9,15.6,0,0,0,378.527,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-08,kebon_jeruk,Jakarta Barat,3.4,32.4,14.8,1,0,0,486.635,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-09,kebon_jeruk,Jakarta Barat,4.6,30.4,12.8,1,0,0,410.098,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-10,kebon_jeruk,Jakarta Barat,16.1,30.8,14.0,0,0,0,431.418,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-11,kebon_jeruk,Jakarta Barat,17.1,30.5,15.9,0,0,0,384.549,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-12,kebon_jeruk,Jakarta Barat,22.3,28.9,14.1,0,0,0,364.032,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-13,kebon_jeruk,Jakarta Barat,13.6,29.1,16.7,0,0,0,384.354,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-14,kebon_jeruk,Jakarta Barat,21.0,29.7,13.8,0,0,0,417.257,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-15,kebon_jeruk,Jakarta Barat,2.3,29.2,15.3,1,0,0,403.439,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-16,kebon_jeruk,Jakarta Barat,3.0,29.7,15.1,1,1,0,403.337,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-17,kebon_jeruk,Jakarta Barat,3.1,30.5,12.7,0,0,0,358.792,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-18,kebon_jeruk,Jakarta Barat,13.5,28.1,14.5,0,0,0,382.597,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-19,kebon_jeruk,Jakarta Barat,9.7,29.0,17.2,0,0,0,359.809,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-20,kebon_jeruk,Jakarta Barat,7.0,26.2,14.4,0,0,0,386.818,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-21,kebon_jeruk,Jakarta Barat,14.0,31.2,14.0,0,0,0,421.682,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-22,kebon_jeruk,Jakarta Barat,13.8,30.0,12.7,1,0,0,387.351,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-23,kebon_jeruk,Jakarta Barat,0.9,31.7,15.0,1,0,0,415.195,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-24,kebon_jeruk,Jakarta Barat,2.0,32.0,20.9,0,0,0,346.569,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-25,kebon_jeruk,Jakarta Barat,6.0,30.1,15.2,0,0,0,379.058,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-26,kebon_jeruk,Jakarta Barat,11.0,28.5,14.9,0,0,0,388.314,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-27,kebon_jeruk,Jakarta Barat,1.4,31.5,15.6,0,0,0,413.852,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-28,kebon_jeruk,Jakarta Barat,1.0,30.9,11.1,0,0,0,353.13,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-29,kebon_jeruk,Jakarta Barat,1.1,30.2,10.6,1,0,0,396.337,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-30,kebon_jeruk,Jakarta Barat,4.8,31.4,10.5,1,0,0,410.156,calibrated_synthetic_anchored_to_SIPSN_real
2022-01-31,kebon_jeruk,Jakarta Barat,3.2,30.5,14.8,0,0,0,340.519,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-01,kebon_jeruk,Jakarta Barat,7.9,31.0,12.0,0,0,0,363.07,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-02,kebon_jeruk,Jakarta Barat,1.8,30.3,13.5,0,0,0,357.499,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-03,kebon_jeruk,Jakarta Barat,28.5,30.6,8.0,0,0,0,378.551,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-04,kebon_jeruk,Jakarta Barat,9.0,31.0,12.4,0,0,0,352.606,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-05,kebon_jeruk,Jakarta Barat,11.8,26.8,12.5,1,0,0,459.109,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-06,kebon_jeruk,Jakarta Barat,11.1,29.3,13.2,1,0,0,400.406,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-07,kebon_jeruk,Jakarta Barat,4.8,30.0,16.2,0,0,0,382.202,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-08,kebon_jeruk,Jakarta Barat,6.6,29.0,12.9,0,0,0,374.593,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-09,kebon_jeruk,Jakarta Barat,14.7,31.0,16.2,0,0,0,352.803,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-10,kebon_jeruk,Jakarta Barat,3.5,29.1,21.0,0,0,0,380.801,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-11,kebon_jeruk,Jakarta Barat,1.1,30.3,16.7,0,0,0,326.261,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-12,kebon_jeruk,Jakarta Barat,1.3,29.8,12.1,1,0,0,411.052,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-13,kebon_jeruk,Jakarta Barat,6.5,29.9,12.0,1,0,0,375.378,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-14,kebon_jeruk,Jakarta Barat,0.7,29.3,7.4,0,0,0,365.605,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-15,kebon_jeruk,Jakarta Barat,0.6,32.6,7.2,0,0,0,329.434,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-16,kebon_jeruk,Jakarta Barat,17.9,32.4,12.9,0,0,0,398.5,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-17,kebon_jeruk,Jakarta Barat,24.2,29.7,11.1,0,1,0,425.008,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-18,kebon_jeruk,Jakarta Barat,14.1,28.6,14.3,0,0,0,369.973,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-19,kebon_jeruk,Jakarta Barat,6.6,30.5,12.1,1,0,0,372.467,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-20,kebon_jeruk,Jakarta Barat,4.5,30.1,9.7,1,0,0,405.502,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-21,kebon_jeruk,Jakarta Barat,0.7,31.1,10.2,0,0,0,379.746,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-22,kebon_jeruk,Jakarta Barat,1.9,32.6,12.4,0,0,0,300.797,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-23,kebon_jeruk,Jakarta Barat,4.4,31.1,12.8,0,0,0,429.42,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-24,kebon_jeruk,Jakarta Barat,0.9,30.8,15.8,0,0,0,381.276,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-25,kebon_jeruk,Jakarta Barat,7.3,27.4,13.3,0,0,0,386.46,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-26,kebon_jeruk,Jakarta Barat,8.7,31.0,16.9,1,0,0,386.637,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-27,kebon_jeruk,Jakarta Barat,5.0,30.8,20.6,1,0,0,337.166,calibrated_synthetic_anchored_to_SIPSN_real
2022-02-28,kebon_jeruk,Jakarta Barat,2.4,30.4,17.0,0,0,0,385.815,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-01,kebon_jeruk,Jakarta Barat,17.0,25.8,15.8,0,0,0,377.346,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-02,kebon_jeruk,Jakarta Barat,2.1,31.5,20.0,0,0,0,381.827,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-03,kebon_jeruk,Jakarta Barat,8.0,31.0,21.1,0,0,0,359.237,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-04,kebon_jeruk,Jakarta Barat,7.8,30.0,12.2,0,0,0,372.623,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-05,kebon_jeruk,Jakarta Barat,1.5,30.3,17.8,1,0,0,367.682,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-06,kebon_jeruk,Jakarta Barat,9.6,31.4,16.9,1,0,0,419.223,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-07,kebon_jeruk,Jakarta Barat,9.3,30.5,11.2,0,0,0,332.473,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-08,kebon_jeruk,Jakarta Barat,10.3,32.1,9.4,0,0,0,472.61,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-09,kebon_jeruk,Jakarta Barat,7.3,30.5,11.3,0,0,0,437.351,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-10,kebon_jeruk,Jakarta Barat,21.4,31.5,9.6,0,0,0,450.029,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-11,kebon_jeruk,Jakarta Barat,11.2,30.0,12.7,0,0,0,437.366,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-12,kebon_jeruk,Jakarta Barat,5.5,31.0,16.9,1,0,0,388.659,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-13,kebon_jeruk,Jakarta Barat,4.1,31.5,9.5,1,0,0,429.587,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-14,kebon_jeruk,Jakarta Barat,12.3,32.2,9.0,0,0,0,391.954,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-15,kebon_jeruk,Jakarta Barat,20.3,29.3,7.2,0,0,0,348.833,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-16,kebon_jeruk,Jakarta Barat,7.3,31.3,9.9,0,0,0,412.487,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-17,kebon_jeruk,Jakarta Barat,7.9,32.3,12.0,0,0,0,400.33,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-18,kebon_jeruk,Jakarta Barat,5.5,31.4,7.4,0,1,0,364.859,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-19,kebon_jeruk,Jakarta Barat,0.7,32.1,21.7,1,1,0,354.851,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-20,kebon_jeruk,Jakarta Barat,0.8,33.0,21.9,1,1,0,373.476,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-21,kebon_jeruk,Jakarta Barat,0.3,32.1,22.7,0,1,0,316.219,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-22,kebon_jeruk,Jakarta Barat,4.9,31.4,13.3,0,1,0,394.559,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-23,kebon_jeruk,Jakarta Barat,13.2,31.2,12.0,0,1,0,347.545,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-24,kebon_jeruk,Jakarta Barat,2.2,31.9,13.3,0,1,0,374.345,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-25,kebon_jeruk,Jakarta Barat,1.2,31.8,11.3,0,0,0,341.987,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-26,kebon_jeruk,Jakarta Barat,19.7,29.5,15.8,1,0,0,375.376,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-27,kebon_jeruk,Jakarta Barat,20.6,32.1,12.5,1,0,0,428.876,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-28,kebon_jeruk,Jakarta Barat,11.8,31.4,12.5,0,0,0,384.764,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-29,kebon_jeruk,Jakarta Barat,2.4,30.7,11.0,0,0,0,391.296,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-30,kebon_jeruk,Jakarta Barat,10.2,32.2,10.3,0,0,0,357.093,calibrated_synthetic_anchored_to_SIPSN_real
2022-03-31,kebon_jeruk,Jakarta Barat,9.7,32.7,16.2,0,0,0,344.431,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-01,kebon_jeruk,Jakarta Barat,14.5,31.4,10.7,0,0,0,326.512,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-02,kebon_jeruk,Jakarta Barat,7.0,32.1,12.2,1,0,0,328.804,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-03,kebon_jeruk,Jakarta Barat,13.8,30.7,13.4,1,1,0,485.998,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-04,kebon_jeruk,Jakarta Barat,0.7,32.6,11.4,0,0,0,432.382,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-05,kebon_jeruk,Jakarta Barat,16.4,32.2,14.0,0,1,0,398.233,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-06,kebon_jeruk,Jakarta Barat,1.5,33.0,12.1,0,0,0,342.676,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-07,kebon_jeruk,Jakarta Barat,0.8,32.4,8.1,0,0,0,357.399,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-08,kebon_jeruk,Jakarta Barat,7.2,32.0,12.8,0,0,0,392.544,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-09,kebon_jeruk,Jakarta Barat,16.4,32.1,8.8,1,0,0,403.998,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-10,kebon_jeruk,Jakarta Barat,4.4,31.1,9.7,1,0,0,399.216,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-11,kebon_jeruk,Jakarta Barat,11.6,32.2,8.8,0,0,0,394.97,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-12,kebon_jeruk,Jakarta Barat,6.6,30.8,10.8,0,0,0,349.814,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-13,kebon_jeruk,Jakarta Barat,3.6,32.0,13.6,0,0,0,351.021,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-14,kebon_jeruk,Jakarta Barat,4.1,31.9,12.6,0,0,0,374.818,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-15,kebon_jeruk,Jakarta Barat,5.6,32.1,10.5,0,0,0,338.614,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-16,kebon_jeruk,Jakarta Barat,1.9,32.8,10.3,1,0,0,406.199,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-17,kebon_jeruk,Jakarta Barat,4.6,31.7,10.1,1,0,0,377.29,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-18,kebon_jeruk,Jakarta Barat,1.8,32.2,9.3,0,0,0,369.928,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-19,kebon_jeruk,Jakarta Barat,0.8,32.4,11.7,0,0,0,409.063,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-20,kebon_jeruk,Jakarta Barat,2.2,30.8,14.2,0,0,0,361.309,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-21,kebon_jeruk,Jakarta Barat,5.9,27.4,6.2,0,0,0,394.18,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-22,kebon_jeruk,Jakarta Barat,18.1,29.7,12.4,0,0,0,342.701,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-23,kebon_jeruk,Jakarta Barat,5.6,31.6,12.4,1,0,0,377.407,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-24,kebon_jeruk,Jakarta Barat,0.0,32.1,8.4,1,0,0,392.762,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-25,kebon_jeruk,Jakarta Barat,5.2,33.3,12.1,0,0,0,427.191,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-26,kebon_jeruk,Jakarta Barat,3.0,32.2,8.7,0,0,0,313.126,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-27,kebon_jeruk,Jakarta Barat,13.5,30.7,11.4,0,0,0,392.564,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-28,kebon_jeruk,Jakarta Barat,6.1,29.1,13.4,0,0,0,411.581,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-29,kebon_jeruk,Jakarta Barat,3.1,32.1,12.8,0,0,0,344.022,calibrated_synthetic_anchored_to_SIPSN_real
2022-04-30,kebon_jeruk,Jakarta Barat,24.0,30.8,11.4,1,0,0,414.17,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-01,kebon_jeruk,Jakarta Barat,2.3,30.4,7.4,1,1,0,402.532,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-02,kebon_jeruk,Jakarta Barat,4.5,31.2,9.4,0,0,0,371.807,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-03,kebon_jeruk,Jakarta Barat,1.3,31.9,10.4,0,0,0,415.262,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-04,kebon_jeruk,Jakarta Barat,15.7,32.1,11.7,0,0,0,410.15,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-05,kebon_jeruk,Jakarta Barat,1.9,32.1,11.3,0,0,0,407.459,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-06,kebon_jeruk,Jakarta Barat,5.8,31.5,10.8,0,0,0,356.008,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-07,kebon_jeruk,Jakarta Barat,4.8,31.5,10.4,1,0,0,369.521,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-08,kebon_jeruk,Jakarta Barat,3.2,32.8,5.9,1,0,0,385.071,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-09,kebon_jeruk,Jakarta Barat,2.0,32.0,13.4,0,0,0,333.997,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-10,kebon_jeruk,Jakarta Barat,3.9,32.7,12.3,0,0,0,380.915,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-11,kebon_jeruk,Jakarta Barat,7.6,31.0,11.2,0,0,0,355.335,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-12,kebon_jeruk,Jakarta Barat,2.2,31.6,14.5,0,0,0,347.312,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-13,kebon_jeruk,Jakarta Barat,0.6,32.7,11.5,0,0,0,381.418,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-14,kebon_jeruk,Jakarta Barat,0.9,32.6,9.7,1,1,0,357.881,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-15,kebon_jeruk,Jakarta Barat,7.4,32.0,9.2,1,1,0,417.119,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-16,kebon_jeruk,Jakarta Barat,8.3,32.8,12.4,0,0,0,352.779,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-17,kebon_jeruk,Jakarta Barat,6.7,31.8,11.5,0,0,0,402.169,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-18,kebon_jeruk,Jakarta Barat,2.5,32.0,12.7,0,0,0,355.228,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-19,kebon_jeruk,Jakarta Barat,12.5,30.9,11.1,0,0,0,416.434,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-20,kebon_jeruk,Jakarta Barat,19.2,30.5,10.3,0,0,0,401.648,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-21,kebon_jeruk,Jakarta Barat,5.3,29.2,9.0,1,0,0,416.321,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-22,kebon_jeruk,Jakarta Barat,2.5,29.3,12.4,1,0,0,395.747,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-23,kebon_jeruk,Jakarta Barat,1.3,31.7,12.3,0,0,0,320.95,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-24,kebon_jeruk,Jakarta Barat,0.9,31.4,15.6,0,0,0,397.46,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-25,kebon_jeruk,Jakarta Barat,11.7,31.0,10.4,0,0,0,393.222,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-26,kebon_jeruk,Jakarta Barat,1.2,28.1,12.8,0,0,0,390.576,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-27,kebon_jeruk,Jakarta Barat,6.7,31.7,11.0,0,1,0,387.501,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-28,kebon_jeruk,Jakarta Barat,0.0,30.8,9.3,1,1,0,368.827,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-29,kebon_jeruk,Jakarta Barat,0.3,31.5,9.4,1,0,0,364.688,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-30,kebon_jeruk,Jakarta Barat,7.1,30.7,9.3,0,0,0,386.462,calibrated_synthetic_anchored_to_SIPSN_real
2022-05-31,kebon_jeruk,Jakarta Barat,3.4,31.7,9.0,0,1,0,357.945,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-01,kebon_jeruk,Jakarta Barat,5.8,31.5,10.8,0,1,0,395.278,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-02,kebon_jeruk,Jakarta Barat,14.1,31.1,6.6,0,0,0,390.495,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-03,kebon_jeruk,Jakarta Barat,0.8,32.3,10.6,0,0,0,398.066,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-04,kebon_jeruk,Jakarta Barat,3.4,31.4,12.0,1,0,0,405.98,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-05,kebon_jeruk,Jakarta Barat,5.8,31.6,8.0,1,0,0,401.623,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-06,kebon_jeruk,Jakarta Barat,5.6,27.9,7.9,0,0,0,356.0,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-07,kebon_jeruk,Jakarta Barat,5.8,30.0,13.7,0,0,0,373.71,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-08,kebon_jeruk,Jakarta Barat,8.1,29.7,10.0,0,0,0,403.57,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-09,kebon_jeruk,Jakarta Barat,17.7,29.0,11.0,0,0,0,394.485,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-10,kebon_jeruk,Jakarta Barat,0.7,32.2,12.3,0,0,0,382.79,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-11,kebon_jeruk,Jakarta Barat,7.2,30.7,12.7,1,0,0,394.018,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-12,kebon_jeruk,Jakarta Barat,9.4,30.4,10.1,1,0,0,396.506,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-13,kebon_jeruk,Jakarta Barat,3.3,30.8,7.0,0,0,0,421.143,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-14,kebon_jeruk,Jakarta Barat,5.1,31.4,8.6,0,0,0,403.942,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-15,kebon_jeruk,Jakarta Barat,9.4,28.5,10.2,0,0,0,369.268,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-16,kebon_jeruk,Jakarta Barat,6.5,30.1,9.2,0,1,0,373.292,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-17,kebon_jeruk,Jakarta Barat,6.4,29.5,7.7,0,0,0,346.919,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-18,kebon_jeruk,Jakarta Barat,7.6,30.4,8.3,1,0,0,387.26,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-19,kebon_jeruk,Jakarta Barat,9.5,31.4,8.5,1,0,0,402.511,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-20,kebon_jeruk,Jakarta Barat,7.9,30.6,8.4,0,0,0,392.837,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-21,kebon_jeruk,Jakarta Barat,2.2,31.7,11.5,0,0,0,389.677,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-22,kebon_jeruk,Jakarta Barat,2.5,31.3,12.8,0,0,0,335.854,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-23,kebon_jeruk,Jakarta Barat,0.9,32.4,17.0,0,0,0,396.871,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-24,kebon_jeruk,Jakarta Barat,8.4,30.3,14.6,0,0,0,364.449,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-25,kebon_jeruk,Jakarta Barat,13.4,30.7,10.5,1,0,0,390.07,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-26,kebon_jeruk,Jakarta Barat,8.0,30.4,8.4,1,0,0,437.085,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-27,kebon_jeruk,Jakarta Barat,7.0,31.2,6.8,0,0,0,412.673,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-28,kebon_jeruk,Jakarta Barat,2.4,31.0,14.5,0,0,0,374.926,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-29,kebon_jeruk,Jakarta Barat,2.5,31.0,10.9,0,0,0,388.529,calibrated_synthetic_anchored_to_SIPSN_real
2022-06-30,kebon_jeruk,Jakarta Barat,0.6,31.3,12.3,0,0,0,390.37,calibrated_synthetic_anchored_to_SIPSN_real
2022-07-01,kebon_jeruk,Jakarta Barat,0.0,31.6,11.2,0,0,0,410.508,calibrated_synthetic_anchored_to_SIPSN_real
2022-07-02,kebon_jeruk,Jakarta Barat,3.1,31.5,11.1,1,0,0,416.412,calibrated_synthetic_anchored_to_SIPSN_real
2022-07-03,kebon_jeruk,Jakarta Barat,6.5,30.6,8.7,1,0,0,353.276,calibrated_synthetic_anchored_to_SIPSN_real
2022-07-04,kebon_jeruk,Jakarta Barat,0.6,31.3,16.1,0,0,0,431.223,calibrated_synthetic_anchored_to_SIPSN_real
2022-07-05,kebon_jeruk,Jakarta Barat,3.8,32.1,8.0,0,0,0,399.866,calibrated_synthetic_anchored_to_SIPSN_real
2022-07-06,kebon_jeruk,Jakarta Barat,4.9,30.8,9.2,0,0,0,352.535,calibrated_synthetic_anchored_to_SIPSN_real
2022-07-07,kebon_jeruk,Jakarta Barat,0.4,31.9,7.5,0,0,0,338.179,calibrated_synthetic_anchored_to_SIPSN_real
