date,kecamatan,city,precipitation_mm,temp_max_c,wind_max_kmh,is_weekend,is_holiday,event_attendance,day_of_week,month_of_year,day_of_month,is_payday,rain_3d,waste_tons,waste_tons_source
2024-02-29,mampang_prapatan,Jakarta Selatan,11.3,30.0,6.6,0,0,0,3,2,29,0,52.4,123.059,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-01,mampang_prapatan,Jakarta Selatan,7.6,31.9,12.3,0,0,0,4,3,1,1,53.5,124.47,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-02,mampang_prapatan,Jakarta Selatan,12.2,30.0,10.7,1,0,0,5,3,2,1,31.1,139.512,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-03,mampang_prapatan,Jakarta Selatan,7.3,31.0,10.5,1,0,0,6,3,3,0,27.1,131.06,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-04,mampang_prapatan,Jakarta Selatan,6.0,32.9,14.3,0,0,0,0,3,4,0,25.5,109.659,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-05,mampang_prapatan,Jakarta Selatan,11.8,32.3,16.6,0,0,0,1,3,5,0,25.1,125.374,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-06,mampang_prapatan,Jakarta Selatan,8.7,31.5,14.9,0,0,0,2,3,6,0,26.5,127.76,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-07,mampang_prapatan,Jakarta Selatan,7.2,32.2,15.3,0,0,0,3,3,7,0,27.7,114.807,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-08,mampang_prapatan,Jakarta Selatan,8.5,31.1,20.6,0,0,0,4,3,8,0,24.4,118.266,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-09,mampang_prapatan,Jakarta Selatan,9.5,28.1,12.8,1,0,0,5,3,9,0,25.2,118.96,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-10,mampang_prapatan,Jakarta Selatan,3.8,30.5,12.7,1,0,0,6,3,10,0,21.8,139.27,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-11,mampang_prapatan,Jakarta Selatan,37.5,30.0,17.3,0,0,0,0,3,11,0,50.8,137.5,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-12,mampang_prapatan,Jakarta Selatan,8.5,30.7,16.8,0,0,0,1,3,12,0,49.8,109.73,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-13,mampang_prapatan,Jakarta Selatan,24.6,31.0,20.7,0,0,0,2,3,13,0,70.6,133.281,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-14,mampang_prapatan,Jakarta Selatan,8.7,30.0,18.7,0,0,0,3,3,14,0,41.8,110.758,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-15,mampang_prapatan,Jakarta Selatan,4.5,29.9,16.3,0,0,0,4,3,15,0,37.8,120.931,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-16,mampang_prapatan,Jakarta Selatan,5.3,29.7,17.6,1,0,0,5,3,16,0,18.5,131.659,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-17,mampang_prapatan,Jakarta Selatan,3.3,30.3,16.9,1,0,0,6,3,17,0,13.1,138.389,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-18,mampang_prapatan,Jakarta Selatan,1.0,31.6,16.6,0,1,0,0,3,18,0,9.6,118.19,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-19,mampang_prapatan,Jakarta Selatan,0.4,32.5,20.0,0,1,0,1,3,19,0,4.7,117.163,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-20,mampang_prapatan,Jakarta Selatan,0.0,32.8,16.6,0,1,0,2,3,20,0,1.4,105.615,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-21,mampang_prapatan,Jakarta Selatan,4.6,29.9,15.1,0,1,0,3,3,21,0,5.0,114.244,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-22,mampang_prapatan,Jakarta Selatan,10.4,30.8,6.5,0,1,0,4,3,22,0,15.0,121.808,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-23,mampang_prapatan,Jakarta Selatan,5.2,32.7,12.7,1,1,0,5,3,23,0,20.2,123.945,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-24,mampang_prapatan,Jakarta Selatan,9.2,32.1,13.9,1,1,0,6,3,24,0,24.8,121.863,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-25,mampang_prapatan,Jakarta Selatan,19.6,31.7,15.1,0,0,0,0,3,25,1,34.0,136.17,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-26,mampang_prapatan,Jakarta Selatan,1.1,32.5,10.2,0,0,0,1,3,26,1,29.9,118.218,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-27,mampang_prapatan,Jakarta Selatan,16.6,31.4,11.9,0,0,0,2,3,27,1,37.3,134.078,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-28,mampang_prapatan,Jakarta Selatan,6.6,31.9,12.5,0,0,0,3,3,28,1,24.3,120.878,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-29,mampang_prapatan,Jakarta Selatan,5.6,32.4,14.5,0,0,0,4,3,29,0,28.8,113.321,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-30,mampang_prapatan,Jakarta Selatan,8.1,32.7,10.8,1,0,0,5,3,30,0,20.3,120.707,calibrated_synthetic_anchored_to_SILIKA_real
2024-03-31,mampang_prapatan,Jakarta Selatan,11.8,31.9,10.4,1,0,0,6,3,31,0,25.5,136.022,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-01,mampang_prapatan,Jakarta Selatan,3.7,31.6,11.8,0,0,0,0,4,1,1,23.6,117.806,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-02,mampang_prapatan,Jakarta Selatan,4.2,32.3,7.6,0,0,0,1,4,2,1,19.7,106.058,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-03,mampang_prapatan,Jakarta Selatan,14.9,31.6,7.2,0,1,0,2,4,3,0,22.8,114.511,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-04,mampang_prapatan,Jakarta Selatan,5.0,32.5,9.4,0,0,0,3,4,4,0,24.1,108.369,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-05,mampang_prapatan,Jakarta Selatan,9.6,33.2,6.2,0,1,0,4,4,5,0,29.5,105.677,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-06,mampang_prapatan,Jakarta Selatan,6.9,32.1,4.9,1,0,0,5,4,6,0,21.5,103.653,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-07,mampang_prapatan,Jakarta Selatan,6.0,32.6,10.8,1,0,0,6,4,7,0,22.5,115.935,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-08,mampang_prapatan,Jakarta Selatan,0.8,33.1,10.2,0,0,0,0,4,8,0,13.7,98.114,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-09,mampang_prapatan,Jakarta Selatan,12.1,32.2,9.1,0,0,0,1,4,9,0,18.9,106.038,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-10,mampang_prapatan,Jakarta Selatan,1.5,33.2,10.8,0,0,0,2,4,10,0,14.4,99.113,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-11,mampang_prapatan,Jakarta Selatan,6.6,31.6,8.8,0,0,0,3,4,11,0,20.2,104.944,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-12,mampang_prapatan,Jakarta Selatan,22.9,30.9,11.0,0,0,0,4,4,12,0,31.0,108.888,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-13,mampang_prapatan,Jakarta Selatan,6.5,31.9,9.8,1,0,0,5,4,13,0,36.0,105.367,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-14,mampang_prapatan,Jakarta Selatan,3.1,31.8,11.3,1,0,0,6,4,14,0,32.5,115.382,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-15,mampang_prapatan,Jakarta Selatan,6.7,31.6,11.4,0,0,0,0,4,15,0,16.3,105.664,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-16,mampang_prapatan,Jakarta Selatan,5.3,32.3,14.4,0,0,0,1,4,16,0,15.1,109.894,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-17,mampang_prapatan,Jakarta Selatan,8.5,31.9,14.3,0,0,0,2,4,17,0,20.5,102.021,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-18,mampang_prapatan,Jakarta Selatan,8.0,31.8,8.7,0,0,0,3,4,18,0,21.8,105.478,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-19,mampang_prapatan,Jakarta Selatan,4.8,31.9,10.3,0,0,0,4,4,19,0,21.3,110.137,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-20,mampang_prapatan,Jakarta Selatan,14.1,32.5,13.6,1,0,0,5,4,20,0,26.9,113.957,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-21,mampang_prapatan,Jakarta Selatan,28.5,31.4,8.6,1,0,0,6,4,21,0,47.4,117.735,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-22,mampang_prapatan,Jakarta Selatan,2.9,32.5,8.9,0,0,0,0,4,22,0,45.5,111.209,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-23,mampang_prapatan,Jakarta Selatan,12.3,31.4,9.5,0,0,0,1,4,23,0,43.7,114.404,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-24,mampang_prapatan,Jakarta Selatan,16.3,32.5,8.7,0,0,0,2,4,24,0,31.5,113.438,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-25,mampang_prapatan,Jakarta Selatan,20.1,30.9,8.9,0,0,0,3,4,25,1,48.7,118.303,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-26,mampang_prapatan,Jakarta Selatan,11.5,32.9,11.0,0,0,0,4,4,26,1,47.9,126.008,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-27,mampang_prapatan,Jakarta Selatan,26.4,32.4,14.3,1,0,0,5,4,27,1,58.0,125.794,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-28,mampang_prapatan,Jakarta Selatan,0.3,33.1,11.5,1,0,0,6,4,28,1,38.2,117.749,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-29,mampang_prapatan,Jakarta Selatan,3.6,33.4,13.7,0,0,0,0,4,29,0,30.3,105.753,calibrated_synthetic_anchored_to_SILIKA_real
2024-04-30,mampang_prapatan,Jakarta Selatan,8.6,32.4,8.3,0,0,0,1,4,30,0,12.5,97.628,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-01,mampang_prapatan,Jakarta Selatan,13.9,30.8,8.1,0,1,0,2,5,1,1,26.1,120.183,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-02,mampang_prapatan,Jakarta Selatan,12.0,32.7,9.5,0,0,0,3,5,2,1,34.5,112.489,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-03,mampang_prapatan,Jakarta Selatan,9.3,32.9,12.8,0,0,0,4,5,3,0,35.2,98.248,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-04,mampang_prapatan,Jakarta Selatan,1.7,33.5,8.2,1,0,0,5,5,4,0,23.0,102.613,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-05,mampang_prapatan,Jakarta Selatan,2.3,32.4,9.1,1,0,0,6,5,5,0,13.3,103.687,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-06,mampang_prapatan,Jakarta Selatan,12.4,32.0,11.7,0,0,0,0,5,6,0,16.4,100.904,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-07,mampang_prapatan,Jakarta Selatan,0.3,33.1,5.9,0,0,0,1,5,7,0,15.0,99.429,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-08,mampang_prapatan,Jakarta Selatan,0.9,32.3,9.2,0,0,0,2,5,8,0,13.6,102.411,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-09,mampang_prapatan,Jakarta Selatan,5.9,32.3,10.6,0,0,0,3,5,9,0,7.1,110.367,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-10,mampang_prapatan,Jakarta Selatan,7.6,32.9,13.1,0,0,0,4,5,10,0,14.4,104.984,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-11,mampang_prapatan,Jakarta Selatan,4.3,33.7,13.8,1,0,0,5,5,11,0,17.8,113.423,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-12,mampang_prapatan,Jakarta Selatan,0.9,34.4,11.7,1,0,0,6,5,12,0,12.8,119.396,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-13,mampang_prapatan,Jakarta Selatan,33.1,31.7,9.5,0,0,0,0,5,13,0,38.3,105.288,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-14,mampang_prapatan,Jakarta Selatan,1.2,31.2,10.1,0,1,0,1,5,14,0,35.2,106.745,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-15,mampang_prapatan,Jakarta Selatan,1.0,33.2,11.5,0,1,0,2,5,15,0,35.3,106.339,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-16,mampang_prapatan,Jakarta Selatan,4.3,32.7,8.7,0,0,0,3,5,16,0,6.5,109.081,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-17,mampang_prapatan,Jakarta Selatan,0.3,33.1,10.8,0,0,0,4,5,17,0,5.6,95.691,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-18,mampang_prapatan,Jakarta Selatan,5.0,33.2,11.3,1,0,0,5,5,18,0,9.6,108.844,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-19,mampang_prapatan,Jakarta Selatan,3.3,33.5,14.0,1,0,0,6,5,19,0,8.6,106.921,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-20,mampang_prapatan,Jakarta Selatan,0.1,34.2,10.9,0,0,0,0,5,20,0,8.4,98.161,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-21,mampang_prapatan,Jakarta Selatan,8.2,32.8,11.1,0,0,0,1,5,21,0,11.6,117.526,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-22,mampang_prapatan,Jakarta Selatan,10.0,32.4,10.7,0,0,0,2,5,22,0,18.3,109.915,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-23,mampang_prapatan,Jakarta Selatan,11.7,30.7,11.6,0,0,0,3,5,23,0,29.9,118.439,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-24,mampang_prapatan,Jakarta Selatan,15.8,31.7,8.6,0,0,0,4,5,24,0,37.5,117.137,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-25,mampang_prapatan,Jakarta Selatan,41.0,26.1,7.3,1,0,0,5,5,25,1,68.5,123.733,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-26,mampang_prapatan,Jakarta Selatan,0.0,32.6,10.3,1,0,0,6,5,26,1,56.8,113.21,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-27,mampang_prapatan,Jakarta Selatan,0.8,33.5,9.2,0,1,0,0,5,27,1,41.8,109.224,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-28,mampang_prapatan,Jakarta Selatan,5.0,33.1,14.0,0,1,0,1,5,28,1,5.8,111.073,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-29,mampang_prapatan,Jakarta Selatan,3.0,32.2,11.8,0,0,0,2,5,29,0,8.8,106.458,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-30,mampang_prapatan,Jakarta Selatan,1.0,32.7,9.8,0,0,0,3,5,30,0,9.0,114.308,calibrated_synthetic_anchored_to_SILIKA_real
2024-05-31,mampang_prapatan,Jakarta Selatan,1.2,33.4,12.6,0,1,0,4,5,31,0,5.2,109.594,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-01,mampang_prapatan,Jakarta Selatan,3.1,32.3,11.3,1,1,0,5,6,1,1,5.3,127.312,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-02,mampang_prapatan,Jakarta Selatan,7.3,32.1,9.4,1,0,0,6,6,2,1,11.6,129.312,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-03,mampang_prapatan,Jakarta Selatan,7.6,32.0,10.8,0,0,0,0,6,3,0,18.0,118.761,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-04,mampang_prapatan,Jakarta Selatan,0.7,32.8,8.9,0,0,0,1,6,4,0,15.6,107.592,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-05,mampang_prapatan,Jakarta Selatan,1.0,32.5,6.7,0,0,0,2,6,5,0,9.3,102.57,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-06,mampang_prapatan,Jakarta Selatan,0.8,32.9,11.5,0,0,0,3,6,6,0,2.5,107.686,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-07,mampang_prapatan,Jakarta Selatan,1.0,32.0,10.9,0,0,0,4,6,7,0,2.8,103.636,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-08,mampang_prapatan,Jakarta Selatan,1.1,32.4,11.0,1,0,0,5,6,8,0,2.9,113.081,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-09,mampang_prapatan,Jakarta Selatan,13.7,31.3,9.2,1,0,0,6,6,9,0,15.8,128.3,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-10,mampang_prapatan,Jakarta Selatan,6.7,32.7,10.7,0,0,0,0,6,10,0,21.5,107.982,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-11,mampang_prapatan,Jakarta Selatan,15.3,30.3,16.8,0,0,0,1,6,11,0,35.7,123.845,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-12,mampang_prapatan,Jakarta Selatan,9.2,30.9,12.0,0,0,0,2,6,12,0,31.2,112.716,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-13,mampang_prapatan,Jakarta Selatan,10.6,30.9,11.8,0,0,0,3,6,13,0,35.1,122.109,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-14,mampang_prapatan,Jakarta Selatan,10.8,31.6,9.0,0,0,0,4,6,14,0,30.6,112.556,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-15,mampang_prapatan,Jakarta Selatan,6.9,32.0,10.5,1,0,0,5,6,15,0,28.3,113.697,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-16,mampang_prapatan,Jakarta Selatan,9.7,30.5,7.6,1,1,0,6,6,16,0,27.4,107.98,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-17,mampang_prapatan,Jakarta Selatan,0.8,31.6,8.7,0,0,0,0,6,17,0,17.4,114.229,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-18,mampang_prapatan,Jakarta Selatan,9.3,30.0,11.4,0,0,0,1,6,18,0,19.8,122.234,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-19,mampang_prapatan,Jakarta Selatan,0.0,32.4,10.8,0,0,0,2,6,19,0,10.1,112.033,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-20,mampang_prapatan,Jakarta Selatan,0.0,32.3,10.5,0,0,0,3,6,20,0,9.3,112.535,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-21,mampang_prapatan,Jakarta Selatan,0.3,32.7,11.5,0,0,0,4,6,21,0,0.3,108.128,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-22,mampang_prapatan,Jakarta Selatan,0.0,31.7,9.5,1,0,0,5,6,22,0,0.3,117.537,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-23,mampang_prapatan,Jakarta Selatan,0.0,32.9,14.2,1,0,0,6,6,23,0,0.3,126.639,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-24,mampang_prapatan,Jakarta Selatan,0.8,31.7,11.6,0,0,0,0,6,24,0,0.8,111.554,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-25,mampang_prapatan,Jakarta Selatan,6.0,32.4,10.2,0,0,0,1,6,25,1,6.8,119.245,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-26,mampang_prapatan,Jakarta Selatan,0.4,32.2,11.9,0,0,0,2,6,26,1,7.2,123.258,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-27,mampang_prapatan,Jakarta Selatan,4.6,32.6,12.2,0,0,0,3,6,27,1,11.0,122.032,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-28,mampang_prapatan,Jakarta Selatan,9.2,31.4,11.5,0,0,0,4,6,28,1,14.2,115.688,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-29,mampang_prapatan,Jakarta Selatan,6.3,30.6,11.7,1,0,0,5,6,29,0,20.1,119.467,calibrated_synthetic_anchored_to_SILIKA_real
2024-06-30,mampang_prapatan,Jakarta Selatan,0.5,31.8,13.0,1,0,0,6,6,30,0,16.0,116.565,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-01,mampang_prapatan,Jakarta Selatan,7.4,31.4,9.9,0,0,0,0,7,1,1,14.2,126.58,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-02,mampang_prapatan,Jakarta Selatan,4.9,30.8,10.5,0,0,0,1,7,2,1,12.8,120.939,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-03,mampang_prapatan,Jakarta Selatan,1.6,32.9,10.0,0,0,0,2,7,3,0,13.9,120.815,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-04,mampang_prapatan,Jakarta Selatan,11.2,31.3,9.5,0,0,0,3,7,4,0,17.7,135.051,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-05,mampang_prapatan,Jakarta Selatan,6.4,30.7,17.4,0,0,0,4,7,5,0,19.2,109.125,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-06,mampang_prapatan,Jakarta Selatan,18.0,28.5,15.7,1,0,0,5,7,6,0,35.6,124.426,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-07,mampang_prapatan,Jakarta Selatan,5.7,30.4,8.8,1,0,0,6,7,7,0,30.1,126.758,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-08,mampang_prapatan,Jakarta Selatan,26.4,31.9,10.3,0,0,0,0,7,8,0,50.1,132.592,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-09,mampang_prapatan,Jakarta Selatan,10.9,30.5,9.4,0,0,0,1,7,9,0,43.0,130.087,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-10,mampang_prapatan,Jakarta Selatan,0.0,32.0,10.4,0,0,0,2,7,10,0,37.3,111.762,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-11,mampang_prapatan,Jakarta Selatan,0.2,32.2,12.0,0,0,0,3,7,11,0,11.1,124.205,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-12,mampang_prapatan,Jakarta Selatan,0.0,31.9,10.2,0,0,0,4,7,12,0,0.2,130.632,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-13,mampang_prapatan,Jakarta Selatan,0.0,32.3,11.7,1,0,0,5,7,13,0,0.2,121.658,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-14,mampang_prapatan,Jakarta Selatan,0.0,31.4,10.4,1,0,0,6,7,14,0,0.0,122.538,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-15,mampang_prapatan,Jakarta Selatan,0.0,32.1,8.0,0,0,0,0,7,15,0,0.0,118.905,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-16,mampang_prapatan,Jakarta Selatan,0.0,32.0,13.2,0,0,0,1,7,16,0,0.0,118.011,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-17,mampang_prapatan,Jakarta Selatan,0.2,32.1,11.3,0,0,0,2,7,17,0,0.2,126.121,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-18,mampang_prapatan,Jakarta Selatan,0.3,32.0,8.4,0,0,0,3,7,18,0,0.5,120.457,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-19,mampang_prapatan,Jakarta Selatan,0.4,32.7,10.8,0,0,0,4,7,19,0,0.9,117.045,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-20,mampang_prapatan,Jakarta Selatan,0.0,32.7,14.4,1,0,0,5,7,20,0,0.7,123.388,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-21,mampang_prapatan,Jakarta Selatan,0.0,33.4,17.9,1,0,0,6,7,21,0,0.4,117.738,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-22,mampang_prapatan,Jakarta Selatan,0.0,33.8,19.1,0,0,0,0,7,22,0,0.0,127.19,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-23,mampang_prapatan,Jakarta Selatan,0.0,32.6,17.0,0,0,0,1,7,23,0,0.0,122.561,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-24,mampang_prapatan,Jakarta Selatan,1.3,31.2,12.4,0,0,0,2,7,24,0,1.3,118.242,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-25,mampang_prapatan,Jakarta Selatan,1.1,30.2,11.8,0,0,0,3,7,25,1,2.4,124.205,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-26,mampang_prapatan,Jakarta Selatan,0.4,33.3,18.9,0,0,0,4,7,26,1,2.8,122.872,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-27,mampang_prapatan,Jakarta Selatan,0.0,34.1,16.4,1,0,0,5,7,27,1,1.5,120.712,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-28,mampang_prapatan,Jakarta Selatan,0.5,32.7,10.8,1,0,0,6,7,28,1,0.9,122.811,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-29,mampang_prapatan,Jakarta Selatan,0.1,33.4,14.0,0,0,0,0,7,29,0,0.6,117.585,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-30,mampang_prapatan,Jakarta Selatan,0.0,33.3,11.3,0,0,0,1,7,30,0,0.6,117.488,calibrated_synthetic_anchored_to_SILIKA_real
2024-07-31,mampang_prapatan,Jakarta Selatan,0.0,34.2,19.1,0,0,0,2,7,31,0,0.1,118.725,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-01,mampang_prapatan,Jakarta Selatan,1.7,33.2,12.6,0,0,0,3,8,1,1,1.7,114.123,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-02,mampang_prapatan,Jakarta Selatan,13.7,32.1,11.7,0,0,0,4,8,2,1,15.4,111.298,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-03,mampang_prapatan,Jakarta Selatan,8.4,33.3,12.7,1,0,0,5,8,3,0,23.8,103.829,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-04,mampang_prapatan,Jakarta Selatan,0.3,33.1,12.6,1,0,0,6,8,4,0,22.4,108.154,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-05,mampang_prapatan,Jakarta Selatan,4.0,32.1,14.5,0,0,0,0,8,5,0,12.7,94.013,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-06,mampang_prapatan,Jakarta Selatan,0.0,33.7,17.7,0,0,0,1,8,6,0,4.3,101.603,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-07,mampang_prapatan,Jakarta Selatan,0.0,33.6,19.9,0,0,0,2,8,7,0,4.0,97.23,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-08,mampang_prapatan,Jakarta Selatan,2.4,33.2,10.9,0,0,0,3,8,8,0,2.4,101.962,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-09,mampang_prapatan,Jakarta Selatan,1.0,33.9,17.1,0,0,0,4,8,9,0,3.4,99.919,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-10,mampang_prapatan,Jakarta Selatan,0.4,33.3,15.9,1,0,0,5,8,10,0,3.8,107.123,calibrated_synthetic_anchored_to_SILIKA_real
2024-08-11,mampang_prapatan,Jakarta Selatan,2.2,32.0,12.4,1,0,0,6,8,11,0,3.6,111.319,calibrated_synthetic_anchored_to_SILIKA_real
